A1	Codigouf	Codigomunicipio	Nome	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102	A103	A104	A105	A106	A107	A108	A109	A110	A111	A112	A113	A114	A115	A116	A117
4216057	42	16057	SAO CRISTOVAO DO SUL	Sim	Não	2011	Sim	2003	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4216107	42	16107	SAO DOMINGOS	Sim	Sim	2001	Sim	2001	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4216206	42	16206	SAO FRANCISCO DO SUL	Sim	Sim	2014	Sim	1990	Sim	Sim	1990	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não sabe informar
4216255	42	16255	SAO JOAO DO OESTE	Sim	Sim	Não soube informar*	Sim	1997	Sim	Sim	2005	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4216305	42	16305	SAO JOAO BATISTA	Sim	Sim	2008	Sim	2009	Sim	Não	1994	Sim	Sim	2009	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
4216354	42	16354	SAO JOAO DO ITAPERIU	Sim	Não	2010	Sim	1994	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4216404	42	16404	SAO JOAO DO SUL	Sim	Sim	2002	Sim	1990	Sim	Sim	2010	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
4216503	42	16503	SAO JOAQUIM	Sim	Sim	2014	Sim	2003	Sim	Sim	2003	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não
4216602	42	16602	SAO JOSE	Sim	Sim	2015	Sim	2005	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4216701	42	16701	SAO JOSE DO CEDRO	Sim	Sim	2015	Sim	2005	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4216800	42	16800	SAO JOSE DO CERRITO	Sim	Sim	2007	Sim	2006	Sim	Sim	2007	Sim	Sim	2007	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4216909	42	16909	SAO LOURENCO DO OESTE	Sim	Sim	2005	Sim	1979	Sim	Sim	2009	Sim	Sim	2010	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4217006	42	17006	SAO LUDGERO	Sim	Sim	2015	Sim	1966	Sim	Não	2008	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4217105	42	17105	SAO MARTINHO	Sim	Sim	2004	Sim	2004	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4217154	42	17154	SAO MIGUEL DA BOA VISTA	Sim	Sim	Não soube informar*	Sim	2007	Sim	Sim	2008	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4217204	42	17204	SAO MIGUEL DO OESTE	Sim	Sim	Não soube informar*	Sim	1997	Sim	Não	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4217253	42	17253	SAO PEDRO DE ALCANTARA	Sim	Sim	2014	Sim	1997	Sim	Sim	1997	Sim	Sim	2014	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
4217303	42	17303	SAUDADES	Sim	Sim	2014	Sim	2003	Sim	Sim	2003	Sim	Sim	2003	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
4217402	42	17402	SCHROEDER	Sim	Sim	2008	Sim	1995	Sim	Sim	2010	Sim	Sim	2012	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4217501	42	17501	SEARA	Sim	Sim	2007	Sim	2005	Sim	Sim	2005	Sim	Sim	2005	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não
4217550	42	17550	SERRA ALTA	Sim	Sim	Não soube informar*	Sim	1998	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
4217600	42	17600	SIDEROPOLIS	Sim	Sim	2006	Sim	1998	Sim	Não	2006	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4217709	42	17709	SOMBRIO	Sim	Sim	2010	Sim	1990	Sim	Sim	2010	Sim	Sim	2010	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4217758	42	17758	SUL BRASIL	Sim	Sim	2005	Sim	1998	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4217808	42	17808	TAIO	Sim	Sim	2014	Sim	1998	Sim	Sim	2002	Sim	Sim	2010	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	Não sabe informar
4217907	42	17907	TANGARA	Sim	Sim	2015	Sim	2002	Sim	Sim	2008	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não sabe informar
4217956	42	17956	TIGRINHOS	Sim	Sim	Não soube informar*	Sim	2004	Sim	Sim	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4218004	42	18004	TIJUCAS	Sim	Sim	2012	Sim	2010	Sim	Sim	2010	Sim	Sim	2010	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4218103	42	18103	TIMBE DO SUL	Sim	Sim	2007	Sim	1990	Sim	Não	2014	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
4218202	42	18202	TIMBO	Sim	Sim	2006	Sim	1998	Sim	Sim	1998	Sim	Sim	2007	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	-	Não
4218251	42	18251	TIMBO GRANDE	Sim	Sim	2010	Sim	1997	Sim	Sim	2014	Sim	Sim	2013	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4218301	42	18301	TRES BARRAS	Sim	Sim	2011	Sim	1994	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4218350	42	18350	TREVISO	Sim	Sim	1998	Sim	1998	Sim	Sim	1998	Sim	Sim	2003	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não	Não
4218400	42	18400	TREZE DE MAIO	Sim	Sim	Não soube informar*	Sim	2003	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4218509	42	18509	TREZE TILIAS	Sim	Sim	2014	Sim	2014	Sim	Sim	2014	Sim	Sim	2007	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4218608	42	18608	TROMBUDO CENTRAL	Sim	Sim	2011	Sim	1991	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4218707	42	18707	TUBARAO	Sim	Sim	2003	Sim	2002	Sim	Sim	2003	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4218756	42	18756	TUNAPOLIS	Sim	Sim	Não soube informar*	Sim	1990	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4218806	42	18806	TURVO	Sim	Sim	2004	Sim	1977	Sim	Não	2009	Sim	Sim	2009	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4218855	42	18855	UNIAO DO OESTE	Sim	Sim	2010	Sim	2001	Sim	Sim	2010	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4218905	42	18905	URUBICI	Sim	Sim	2010	Sim	2005	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4218954	42	18954	URUPEMA	Sim	Sim	2013	Sim	2008	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4219002	42	19002	URUSSANGA	Sim	Sim	2014	Sim	1980	Sim	Sim	2013	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
4219101	42	19101	VARGEAO	Sim	Sim	2014	Sim	2003	Sim	Sim	2005	Sim	Sim	2003	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4219150	42	19150	VARGEM	Sim	Sim	2010	Sim	1995	Sim	Sim	2010	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
4219176	42	19176	VARGEM BONITA	Sim	Sim	2015	Sim	1993	Sim	Sim	1993	Sim	Sim	1993	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4219200	42	19200	VIDAL RAMOS	Sim	Sim	2014	Sim	1992	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
4219309	42	19309	VIDEIRA	Sim	Sim	2014	Sim	1985	Sim	Sim	2012	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não sabe informar
4219358	42	19358	VITOR MEIRELES	Sim	Sim	2007	Sim	2007	Sim	Sim	2009	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4219408	42	19408	WITMARSUM	Sim	Sim	2001	Sim	2001	Sim	Não	2005	Sim	Sim	2005	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4219507	42	19507	XANXERE	Sim	Sim	2015	Sim	2005	Sim	Sim	2005	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
4219606	42	19606	XAVANTINA	Sim	Sim	2005	Sim	1997	Sim	Sim	2010	Sim	Não	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	Não
4219705	42	19705	XAXIM	Sim	Sim	2003	Sim	2002	Sim	Sim	2014	Sim	Sim	2011	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4219853	42	19853	ZORTEA	Sim	Sim	1998	Sim	1998	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Sim
4220000	42	20000	BALNEARIO RINCAO	Sim	Sim	2014	Sim	2009	Sim	Não	2009	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	-	Sim
4300034	43	34	ACEGUA	Sim	Sim	2014	Sim	2000	Sim	Não	Não foi atualizada	Sim	Sim	2014	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não sabe informar
4300059	43	59	AGUA SANTA	Sim	Sim	2013	Sim	2013	Sim	Não	2013	Sim	Sim	2013	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4300109	43	109	AGUDO	Sim	Sim	2013	Sim	1994	Sim	Não	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
4300208	43	208	AJURICABA	Sim	Sim	2002	Sim	1993	Sim	Sim	2002	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4300307	43	307	ALECRIM	Sim	Sim	1993	Sim	1989	Sim	Sim	1993	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4300406	43	406	ALEGRETE	Sim	Sim	1985	Sim	2011	Sim	Sim	1983	Sim	Sim	2014	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Sim	Não
4300455	43	455	ALEGRIA	Sim	Sim	2006	Sim	1990	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4300471	43	471	ALMIRANTE TAMANDARE DO SUL	Sim	Sim	2006	Sim	2003	Sim	Sim	2006	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não sabe informar	Não sabe informar
4300505	43	505	ALPESTRE	Sim	Sim	2014	Sim	2003	Sim	Sim	2003	Sim	Sim	2006	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim
4300554	43	554	ALTO ALEGRE	Sim	Sim	2014	Sim	2001	Sim	Sim	Não foi atualizada	Sim	Sim	2001	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4300570	43	570	ALTO FELIZ	Sim	Sim	1993	Sim	2009	Sim	Não	2015	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
4300604	43	604	ALVORADA	Sim	Sim	1999	Sim	2012	Sim	Sim	2000	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4300638	43	638	AMARAL FERRADOR	Sim	Sim	2012	Sim	1991	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
4300646	43	646	AMETISTA DO SUL	Sim	Sim	2009	Sim	1995	Sim	Sim	2014	Sim	Sim	2010	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Sim	Sim
