A1	Codigouf	Codigomunicipio	Nome	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102	A103	A104	A105	A106	A107	A108	A109	A110	A111	A112	A113	A114	A115	A116	A117
3509007	35	9007	CAIEIRAS	Sim	Sim	2003	Sim	1983	Sim	Sim	2002	Sim	Sim	2015	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3509106	35	9106	CAIUA	Sim	Sim	2014	Sim	2008	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3509205	35	9205	CAJAMAR	Sim	Sim	2002	Sim	2005	Sim	Sim	2002	Sim	Sim	2005	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não
3509254	35	9254	CAJATI	Sim	Sim	1997	Sim	2009	Sim	Sim	2009	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3509304	35	9304	CAJOBI	Sim	Sim	2014	Sim	2001	Sim	Não	2014	Sim	Sim	2014	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3509403	35	9403	CAJURU	Sim	Sim	2010	Sim	1997	Sim	Não	2006	Sim	Sim	2005	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3509452	35	9452	CAMPINA DO MONTE ALEGRE	Sim	Sim	2006	Sim	1993	Sim	Sim	2006	Sim	Sim	2006	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3509502	35	9502	CAMPINAS	Sim	Sim	2010	Sim	2001	Sim	Sim	2005	Sim	Sim	2014	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3509601	35	9601	CAMPO LIMPO PAULISTA	Sim	Sim	2014	Sim	2001	Sim	Não	2000	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3509700	35	9700	CAMPOS DO JORDAO	Sim	Sim	2008	Sim	2014	Sim	Sim	2014	Sim	Sim	2015	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3509809	35	9809	CAMPOS NOVOS PAULISTA	Sim	Sim	2015	Sim	2015	Sim	Sim	2015	Sim	Sim	2015	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3509908	35	9908	CANANEIA	Sim	Não	1997	Sim	2000	Não	-	-	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Sim
3509957	35	9957	CANAS	Sim	Sim	1997	Sim	1997	Sim	Não	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não sabe informar
3510005	35	10005	CANDIDO MOTA	Sim	Sim	2006	Sim	1966	Sim	Sim	2006	Sim	Sim	2014	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não sabe informar	Não sabe informar
3510104	35	10104	CANDIDO RODRIGUES	Sim	Sim	2015	Sim	1989	Sim	Não	Não foi atualizada	Sim	Sim	2015	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3510153	35	10153	CANITAR	Sim	Sim	2012	Sim	2001	Sim	Sim	2015	Sim	Sim	2003	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3510203	35	10203	CAPAO BONITO	Sim	Sim	2013	Sim	2002	Sim	Sim	2014	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3510302	35	10302	CAPELA DO ALTO	Sim	Sim	1997	Sim	1980	Sim	Não	2015	Sim	Sim	2014	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3510401	35	10401	CAPIVARI	Sim	Sim	2015	Sim	2009	Sim	Sim	2009	Sim	Sim	2003	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
3510500	35	10500	CARAGUATATUBA	Sim	Sim	2005	Sim	1997	Sim	Não	1997	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não sabe informar
3510609	35	10609	CARAPICUIBA	Sim	Sim	2010	Sim	1966	Sim	Sim	2010	Sim	Sim	2010	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não sabe informar
3510708	35	10708	CARDOSO	Sim	Sim	1997	Sim	2011	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3510807	35	10807	CASA BRANCA	Sim	Sim	1978	Sim	1998	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3510906	35	10906	CASSIA DOS COQUEIROS	Sim	Sim	2013	Sim	2006	Sim	Sim	2015	Não	-	-	Sim	Não	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3511003	35	11003	CASTILHO	Sim	Sim	2010	Sim	1954	Sim	Sim	2014	Sim	Sim	2013	Sim	Não	Sim	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
3511102	35	11102	CATANDUVA	Sim	Sim	2014	Sim	2006	Sim	Sim	2010	Sim	Sim	2007	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3511201	35	11201	CATIGUA	Sim	Sim	2004	Sim	1997	Sim	Não	1997	Sim	Não	2003	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3511300	35	11300	CEDRAL	Sim	Sim	2014	Sim	2001	Não	-	-	Sim	Sim	2013	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3511409	35	11409	CERQUEIRA CESAR	Sim	Sim	2013	Sim	1984	Sim	Sim	2014	Sim	Sim	2014	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3511508	35	11508	CERQUILHO	Sim	Sim	1998	Sim	1969	Sim	Sim	Não foi atualizada	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não sabe informar
3511607	35	11607	CESARIO LANGE	Sim	Sim	2013	Sim	1993	Sim	Sim	2014	Sim	Sim	2015	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3511706	35	11706	CHARQUEADA	Sim	Sim	2014	Sim	2002	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3511904	35	11904	CLEMENTINA	Sim	Sim	2014	Sim	1975	Sim	Sim	2014	Sim	Sim	2003	Sim	Sim	Não	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3512001	35	12001	COLINA	Sim	Sim	2013	Sim	1979	Sim	Sim	2013	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	-	Não
3512100	35	12100	COLOMBIA	Sim	Sim	2006	Sim	2005	Sim	Sim	2006	Sim	Sim	2006	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3512209	35	12209	CONCHAL	Sim	Sim	2014	Sim	2001	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	-	Não
3512308	35	12308	CONCHAS	Sim	Sim	2013	Sim	2009	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3512407	35	12407	CORDEIROPOLIS	Sim	Sim	2014	Sim	2009	Sim	Sim	2015	Sim	Sim	2014	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não
3512506	35	12506	COROADOS	Sim	Sim	2013	Sim	1994	Sim	Sim	2013	Sim	Sim	2013	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3512605	35	12605	CORONEL MACEDO	Sim	Sim	2000	Sim	1998	Sim	Sim	2000	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3512704	35	12704	CORUMBATAI	Sim	Sim	2011	Sim	1983	Sim	Sim	2014	Sim	Sim	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3512803	35	12803	COSMOPOLIS	Sim	Sim	1998	Sim	1993	Sim	Sim	2014	Sim	Sim	2015	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não sabe informar
3512902	35	12902	COSMORAMA	Sim	Sim	2014	Sim	1978	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	Não sabe informar
3513009	35	13009	COTIA	Sim	Sim	2014	Sim	1983	Sim	Sim	2013	Sim	Sim	2014	Sim	Sim	Não	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3513108	35	13108	CRAVINHOS	Sim	Sim	2010	Sim	1983	Sim	Não	2010	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não
3513207	35	13207	CRISTAIS PAULISTA	Sim	Sim	2014	Sim	1997	Sim	Sim	2014	Sim	Sim	2013	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3513306	35	13306	CRUZALIA	Sim	Sim	2005	Sim	1984	Sim	Sim	1997	Sim	Sim	Não foi atualizado	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3513405	35	13405	CRUZEIRO	Sim	Sim	2014	Sim	2008	Sim	Sim	2014	Sim	Sim	2010	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
3513504	35	13504	CUBATAO	Sim	Sim	2013	Sim	1983	Sim	Sim	2014	Sim	Sim	2014	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não
3513603	35	13603	CUNHA	Sim	Sim	2007	Sim	2005	Sim	Não	2007	Sim	Sim	2015	Sim	Não	Sim	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	-	Não
3513702	35	13702	DESCALVADO	Sim	Sim	2011	Sim	2010	Sim	Sim	2010	Sim	Sim	2010	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
3513801	35	13801	DIADEMA	Sim	Sim	2006	Sim	2014	Sim	Sim	2013	Sim	Sim	2015	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	-	Não sabe informar
3513850	35	13850	DIRCE REIS	Sim	Sim	2015	Sim	1993	Sim	Sim	2014	Sim	Sim	2015	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3513900	35	13900	DIVINOLANDIA	Sim	Sim	2015	Sim	1985	Sim	Sim	1988	Sim	Sim	2015	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3514007	35	14007	DOBRADA	Sim	Sim	2014	Sim	1985	Sim	Sim	Não foi atualizada	Sim	Sim	2014	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
3514106	35	14106	DOIS CORREGOS	Sim	Sim	1999	Sim	1989	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3514205	35	14205	DOLCINOPOLIS	Sim	Sim	2001	Sim	2001	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3514304	35	14304	DOURADO	Sim	Sim	2013	Sim	2006	Sim	Sim	2006	Sim	Sim	2014	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3514403	35	14403	DRACENA	Sim	Sim	2006	Sim	1989	Sim	Sim	2014	Sim	Sim	2012	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não sabe informar
3514502	35	14502	DUARTINA	Sim	Sim	2014	Sim	2013	Não	-	-	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3514601	35	14601	DUMONT	Sim	Sim	2004	Sim	1978	Sim	Sim	2015	Sim	Sim	2004	Sim	Não	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Não
3514700	35	14700	ECHAPORA	Sim	Sim	2014	Sim	1994	Sim	Não	2014	Sim	Sim	2015	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3514809	35	14809	ELDORADO	Sim	Sim	2000	Sim	1999	Sim	Sim	1999	Sim	Sim	2015	Sim	Não	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3514908	35	14908	ELIAS FAUSTO	Sim	Sim	2013	Sim	1990	Sim	Sim	2014	Sim	Sim	2012	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3514924	35	14924	ELISIARIO	Sim	Sim	2003	Sim	2006	Sim	Sim	2015	Sim	Não	2010	Sim	Não	Não	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
3514957	35	14957	EMBAUBA	Sim	Sim	2014	Sim	1993	Sim	Não	1995	Sim	Sim	2013	Sim	Não	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	-	Não
3515004	35	15004	EMBU	Sim	Sim	2012	Sim	2007	Sim	Sim	1993	Sim	Sim	2014	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3515103	35	15103	EMBU-GUACU	Sim	Sim	2002	Sim	2015	Sim	Sim	2015	Não	-	-	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não
3515129	35	15129	EMILIANOPOLIS	Sim	Sim	2014	Sim	1993	Sim	Sim	2015	Sim	Sim	2014	Sim	Não	Sim	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
3515152	35	15152	ENGENHEIRO COELHO	Sim	Sim	2009	Sim	1993	Sim	Não	Não foi atualizada	Sim	Não	2003	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	-	Não
3515186	35	15186	ESPIRITO SANTO DO PINHAL	Sim	Sim	2014	Sim	2003	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
3515194	35	15194	ESPIRITO SANTO DO TURVO	Sim	Não	2010	Sim	2004	Sim	Sim	2008	Sim	Sim	2015	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
