A1	Codigouf	Codigomunicipio	Nome	A118	A119	A120	A121	A122	A123	A124	A125	A126	A127	A128	A129	A130	A131	A132	A133	A134	A135	A136	A137	A138	A139
2302008	23	2008	BARRO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2302057	23	2057	BARROQUINHA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2302107	23	2107	BATURITE	Sim	Sim	Sim	Sim	Sim	Não	Não	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2302206	23	2206	BEBERIBE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2302305	23	2305	BELA CRUZ	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não
2302404	23	2404	BOA VIAGEM	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
2302503	23	2503	BREJO SANTO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2302602	23	2602	CAMOCIM	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2302701	23	2701	CAMPOS SALES	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
2302800	23	2800	CANINDE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Não sabe informar	-	-	-	-	-	-
2302909	23	2909	CAPISTRANO	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2303006	23	3006	CARIDADE	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não
2303105	23	3105	CARIRE	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2303204	23	3204	CARIRIACU	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2303303	23	3303	CARIUS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2303402	23	3402	CARNAUBAL	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2303501	23	3501	CASCAVEL	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não
2303600	23	3600	CATARINA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2303659	23	3659	CATUNDA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não
2303709	23	3709	CAUCAIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2303808	23	3808	CEDRO	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2303907	23	3907	CHAVAL	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim
2303931	23	3931	CHORO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2303956	23	3956	CHOROZINHO	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304004	23	4004	COREAU	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2304103	23	4103	CRATEUS	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304202	23	4202	CRATO	Sim	Não	Não	Sim	Sim	Não	Sim	Não sabe informar	-	-	-	-	-	-	-	Sim	Não	Sim	Sim	Não	Sim	Sim
2304236	23	4236	CROATA	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304251	23	4251	CRUZ	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não
2304269	23	4269	DEPUTADO IRAPUAN PINHEIRO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
2304277	23	4277	ERERE	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
2304285	23	4285	EUSEBIO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304301	23	4301	FARIAS BRITO	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304350	23	4350	FORQUILHA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304400	23	4400	FORTALEZA	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304459	23	4459	FORTIM	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2304509	23	4509	FRECHEIRINHA	Sim	Não	Sim	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Sim
2304608	23	4608	GENERAL SAMPAIO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2304657	23	4657	GRACA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2304707	23	4707	GRANJA	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304806	23	4806	GRANJEIRO	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2304905	23	4905	GROAIRAS	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2304954	23	4954	GUAIUBA	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não
2305001	23	5001	GUARACIABA DO NORTE	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305100	23	5100	GUARAMIRANGA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305209	23	5209	HIDROLANDIA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305233	23	5233	HORIZONTE	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
2305266	23	5266	IBARETAMA	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2305308	23	5308	IBIAPINA	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2305332	23	5332	IBICUITINGA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305357	23	5357	ICAPUI	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não
2305407	23	5407	ICO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305506	23	5506	IGUATU	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305605	23	5605	INDEPENDENCIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305654	23	5654	IPAPORANGA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305704	23	5704	IPAUMIRIM	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2305803	23	5803	IPU	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não
2305902	23	5902	IPUEIRAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2306009	23	6009	IRACEMA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Sim	Sim	Não
2306108	23	6108	IRAUCUBA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2306207	23	6207	ITAICABA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Sim	Sim	Sim
2306256	23	6256	ITAITINGA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
2306306	23	6306	ITAPAGE	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim
2306405	23	6405	ITAPIPOCA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2306504	23	6504	ITAPIUNA	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
2306553	23	6553	ITAREMA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2306603	23	6603	ITATIRA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2306702	23	6702	JAGUARETAMA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não
2306801	23	6801	JAGUARIBARA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2306900	23	6900	JAGUARIBE	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2307007	23	7007	JAGUARUANA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2307106	23	7106	JARDIM	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307205	23	7205	JATI	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307254	23	7254	JIJOCA DE JERICOACOARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
2307304	23	7304	JUAZEIRO DO NORTE	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307403	23	7403	JUCAS	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307502	23	7502	LAVRAS DA MANGABEIRA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307601	23	7601	LIMOEIRO DO NORTE	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
2307635	23	7635	MADALENA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307650	23	7650	MARACANAU	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307700	23	7700	MARANGUAPE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307809	23	7809	MARCO	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2307908	23	7908	MARTINOPOLE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não
2308005	23	8005	MASSAPE	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2308104	23	8104	MAURITI	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2308203	23	8203	MERUOCA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2308302	23	8302	MILAGRES	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2308351	23	8351	MILHA	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
2308377	23	8377	MIRAIMA	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2308401	23	8401	MISSAO VELHA	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2308500	23	8500	MOMBACA	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2308609	23	8609	MONSENHOR TABOSA	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
2308708	23	8708	MORADA NOVA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2308807	23	8807	MORAUJO	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2308906	23	8906	MORRINHOS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2309003	23	9003	MUCAMBO	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
2309102	23	9102	MULUNGU	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2309201	23	9201	NOVA OLINDA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim
2309300	23	9300	NOVA RUSSAS	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2309409	23	9409	NOVO ORIENTE	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2309458	23	9458	OCARA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2309508	23	9508	OROS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2309607	23	9607	PACAJUS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2309706	23	9706	PACATUBA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2309805	23	9805	PACOTI	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
2309904	23	9904	PACUJA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
2310001	23	10001	PALHANO	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Não	Sim	Sim
2310100	23	10100	PALMACIA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2310209	23	10209	PARACURU	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2310258	23	10258	PARAIPABA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2310308	23	10308	PARAMBU	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2310407	23	10407	PARAMOTI	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2310506	23	10506	PEDRA BRANCA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
2310605	23	10605	PENAFORTE	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
2310704	23	10704	PENTECOSTE	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2310803	23	10803	PEREIRO	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2310852	23	10852	PINDORETAMA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
2310902	23	10902	PIQUET CARNEIRO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2310951	23	10951	PIRES FERREIRA	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não
2311009	23	11009	PORANGA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
2311108	23	11108	PORTEIRAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2311207	23	11207	POTENGI	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2311231	23	11231	POTIRETAMA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Sim	Sim	Sim	Sim
2311264	23	11264	QUITERIANOPOLIS	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2311306	23	11306	QUIXADA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2311355	23	11355	QUIXELO	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2311405	23	11405	QUIXERAMOBIM	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2311504	23	11504	QUIXERE	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
2311603	23	11603	REDENCAO	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2311702	23	11702	RERIUTABA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2311801	23	11801	RUSSAS	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não
2311900	23	11900	SABOEIRO	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2311959	23	11959	SALITRE	Não contratou	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2312007	23	12007	SANTANA DO ACARAU	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2312106	23	12106	SANTANA DO CARIRI	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2312205	23	12205	SANTA QUITERIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não
2312304	23	12304	SAO BENEDITO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2312403	23	12403	SAO GONCALO DO AMARANTE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2312502	23	12502	SAO JOAO DO JAGUARIBE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2312601	23	12601	SAO LUIS DO CURU	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
2312700	23	12700	SENADOR POMPEU	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
2312809	23	12809	SENADOR SA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim
2312908	23	12908	SOBRAL	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim
