A1	Codigouf	Codigomunicipio	Nome	A118	A119	A120	A121	A122	A123	A124	A125	A126	A127	A128	A129	A130	A131	A132	A133	A134	A135	A136	A137	A138	A139
3123403	31	23403	DORESOPOLIS	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
3123502	31	23502	DOURADOQUARA	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
3123528	31	23528	DURANDE	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
3123601	31	23601	ELOI MENDES	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
3123700	31	23700	ENGENHEIRO CALDAS	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
3123809	31	23809	ENGENHEIRO NAVARRO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
3123858	31	23858	ENTRE FOLHAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
3123908	31	23908	ENTRE RIOS DE MINAS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3124005	31	24005	ERVALIA	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3124104	31	24104	ESMERALDAS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
3124203	31	24203	ESPERA FELIZ	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
3124302	31	24302	ESPINOSA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
3124401	31	24401	ESPIRITO SANTO DO DOURADO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim
3124500	31	24500	ESTIVA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
3124609	31	24609	ESTRELA DALVA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Não
3124708	31	24708	ESTRELA DO INDAIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim
3124807	31	24807	ESTRELA DO SUL	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3124906	31	24906	EUGENOPOLIS	Não contratou	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não
3125002	31	25002	EWBANK DA CAMARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
3125101	31	25101	EXTREMA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3125200	31	25200	FAMA	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
3125309	31	25309	FARIA LEMOS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não
3125408	31	25408	FELICIO DOS SANTOS	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Sim	Sim	Não
3125507	31	25507	SAO GONCALO DO RIO PRETO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3125606	31	25606	FELISBURGO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim
3125705	31	25705	FELIXLANDIA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
3125804	31	25804	FERNANDES TOURINHO	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3125903	31	25903	FERROS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3125952	31	25952	FERVEDOURO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim
3126000	31	26000	FLORESTAL	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
3126109	31	26109	FORMIGA	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
3126208	31	26208	FORMOSO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
3126307	31	26307	FORTALEZA DE MINAS	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
3126406	31	26406	FORTUNA DE MINAS	Sim	Não	Não	Sim	Sim	Não	Sim	Não sabe informar	-	-	-	-	-	-	-	Sim	Sim	Não	Sim	Sim	Sim	Sim
3126505	31	26505	FRANCISCO BADARO	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Não	Sim	Não
3126604	31	26604	FRANCISCO DUMONT	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não
3126703	31	26703	FRANCISCO SA	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim
3126752	31	26752	FRANCISCOPOLIS	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
3126802	31	26802	FREI GASPAR	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3126901	31	26901	FREI INOCENCIO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
3126950	31	26950	FREI LAGONEGRO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
3127008	31	27008	FRONTEIRA	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3127057	31	27057	FRONTEIRA DOS VALES	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
3127073	31	27073	FRUTA DE LEITE	Sim	Sim	Não	Sim	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Sim	Sim	Sim	Sim
3127107	31	27107	FRUTAL	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
3127206	31	27206	FUNILANDIA	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3127305	31	27305	GALILEIA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não
3127339	31	27339	GAMELEIRAS	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3127354	31	27354	GLAUCILANDIA	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3127370	31	27370	GOIABEIRA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3127388	31	27388	GOIANA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
3127404	31	27404	GONCALVES	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3127503	31	27503	GONZAGA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
3127602	31	27602	GOUVEIA	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
3127701	31	27701	GOVERNADOR VALADARES	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
3127800	31	27800	GRAO MOGOL	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
